character,dialogue
ROSE,the lifeboat. Rose pulls out a hairpin and jabs him with it. he lets go
ROSE,with a curse and she runs into the crowd.
LIGHTOLLER,Lower away!!
RUTH,Rose! ROSE!!
MOLLY,"Stuff a sock in it, would ya, Ruth. She'll be along."
MOLLY,The boat lurches downward as the falls are paid out.
MOLLY,"TRACKING WITH ROSE, as she runs through the clusters of people. She looks"
MOLLY,back and a furious Cal is coming after her. She runs breathlessly up to two
MOLLY,proper looking men.
ROSE,That man tried to take advantage of me in the crowd!
ROSE,"Appalled, they turn to see Cal running toward them. Rose runs on as the two"
ROSE,"men grab Cal, restraining him. She runs throught the First Class entrance."
ROSE,"Cal breaks free and runs after her. He reaches the entrance, but runs into"
ROSE,a knot of people coming out. He pushes rudely through them...
ROSE,"Cal runs in, and down to the landing, pushing past the gentlemen and ladies"
ROSE,who are filling up the stairs. He scans the A-deck foyer. Rose is gone.
ROSE,The hull of Titanic looms over Boat 6 like a cliff. Its enormous mass is
ROSE,"suddenly threatening to those in the tiny boat. Quartermaster Hitchins, at"
ROSE,"the tiller, wants nothing but to get away from the ship. Unfortunately his"
ROSE,two seamen can't row. They flail like a duck with a broken wing.
HITCHINS,Keep pulling... away from the ship. Pull.
MOLLY,"Ain't you boys ever rowed before? Here, gimme those oars. I'll show ya how"
MOLLY,it's done.
MOLLY,"She climbs over Ruth to get at the oars, stepping on her feet."
MOLLY,"Around them the evacuation is in full swing, with boats in the water,"
MOLLY,others being lowered.
MOLLY,Jack pulls on the pipe with all his strength. It's not budging. He hears
MOLLY,"gurgling sound. Water pours under the door, spreading rapidly across the"
MOLLY,floor.
JACK,"He tries to pull one hand out of the cuffs, working until the skin is"
JACK,raw... no good.
JACK,Help!! Somebody!! Can anybody hear me?!
JACK,This could be bad.
JACK,181 THE CORRIDOR outside is deserted. Flooded a couple of inches deep.
JACK,"Jack's voice comes faintly through the door, but there is no one to hear"
JACK,"Thomas Andrews is opening stateroom doors, checking that people are out."
ANDREWS,Anyone in here?
ANDREWS,"Rose runs up to him, breathless."
ROSE,"Mr. Andrews, thank God! Where would the Master at Arms take someone under"
ROSE,arrest?!
ANDREWS,What? You have to get to a boat right away!
ROSE,"No! I'll do this with or without your help, sir. But without will take"
ROSE,longer.
ANDREWS,"Take the elevator to the very bottom, go left, down the crewman's passage,"
ANDREWS,then make a right.
ROSE,"Bottom, left, right. I have it."
ANDREWS,"Hurry, Rose."
ANDREWS,Rose runs up as the last Elecator Operator is closing up his lift to leave.
OPERATOR,"Sorry, miss, lifts are closed--"
OPERATOR,Without thinking she grabs him and shoves him back into the lift.
ROSE,"I'm through with being polite, goddamnit!! I may never be polite the rest"
ROSE,of my life! Now take me down!!
ROSE,The operator fumbles to close the gate and start the lift.
ROSE,"Molly and the two seamen are rowing, and they've made it a hundret feet or"
ROSE,"so. Enough to see that the ship is angled down into the water, with the bow"
ROSE,rail less than ten feet above the surface.
MOLLY,"Come on girls, join in, it'll keep ya warm. Let's go Ruth. Grab an oar!"
MOLLY,"Ruth just stares at the spectacle of the great liner, its rows of lights"
MOLLY,"blazing, slanting down into the sullen black mirror of the Atlanic."
MOLLY,Through the wrought iron door of the elevator car Rose can see the decks
MOLLY,going past. The lift slows. Suddenly ICE WATER is swirling around her legs.
MOLLY,She SCREAMS in surprise. So does the operator.
MOLLY,"The car has landed in a foot of freezing water, shocking the hell out of"
MOLLY,"her. She claws the door open and splashes out, hiking up her floor-length"
MOLLY,"skirt so she can move. The lift goes back up, behind her, as she looks"
MOLLY,around.
ROSE,"Left, crew passage."
ROSE,She spots it and slogs down the flooded corridor. The place is
ROSE,understandably deserted. She is on her own.
ROSE,"Right, right... right."
